시군명,사업장명,인허가일자,영업상태명,폐업일자,총시설규모(㎡),위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
고양시,카페도하(Cafe doHA),2010-06-16,영업,,77.5,까페,"경기도 고양시 일산동구 중앙로 1305-56 (장항동,외3필지 일산 라페스타D 115호)",경기도 고양시 일산동구 장항동 765 외3필지 일산 라페스타D 115호 ,,37.66102604,126.7683151
고양시,애시드(Acid),2009-12-04,영업,,91,까페,"경기도 고양시 일산동구 무궁화로 31-13, 202호 (장항동, 로데오휠 )",경기도 고양시 일산동구 장항동 735-1 로데오휠 202호 ,10364,37.6630645966,126.7671159090
고양시,코지커피(Cozy Coffee),2011-03-23,영업,,77.83,까페,"경기도 고양시 일산동구 호수로446번길 8-15, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1443-5 1층 일부호 ,,37.64397582,126.7790239
고양시,고센,2002-10-30,영업,,57.54,까페,"경기도 고양시 일산동구 무궁화로141번길 7-6, 1층 (일부)호 (정발산동)",경기도 고양시 일산동구 정발산동 1183-2 번지 1층(일부) ,10359,37.6697554741,126.7763707490
고양시,동남,20090514,영업,,54.52,까페,"경기도 고양시 일산서구 일청로 16 (일산동,외2필지 (2층))",경기도 고양시 일산서구 일산동 617-86번지 외2필지 (2층),,37.6856265,126.7704865
고양시,데스파라도,20110811,영업,,38.22,까페,"경기도 고양시 일산동구 장백로 19, 111호 (백석동, 일산백석더루벤스카운티)",경기도 고양시 일산동구 백석동 1313 외2필지 일산백석더루벤스카운티 111호,,37.64017992,126.789205
고양시,엔와이카페(NYcafe),2011-07-05,영업,,24.44,까페,"경기도 고양시 일산서구 호수로 817 (대화동,레이킨스몰 501호,502호)","경기도 고양시 일산서구 대화동 2602 레이킨스몰 501호,502호 ",,37.66797867,126.7516243
고양시,락 아일랜드(ROCK ISLAND),20140514,영업,,40.32,까페,"경기도 고양시 일산동구 위시티1로 7 (식사동, 위시티블루밍5단지 상가1 103호)",경기도 고양시 일산동구 식사동 1565-103번지 위시티블루밍 5단지 상가1,,37.6754293,126.8115976
고양시,라이브하우스,20091123,영업,,127.15,까페,"경기도 고양시 덕양구 화중로 128 (화정동,B01호)",경기도 고양시 덕양구 화정동 902-1번지 B01호 ,,37.63841278,126.8319048
고양시,호박차한잔,20100203,영업,,44.13,까페,"경기도 고양시 일산서구 일청로 14-1 (일산동, 2층전체)",경기도 고양시 일산서구 일산동 617-29 2층전체 ,,37.68566346,126.7704661
고양시,스터닝커피(stunning coffee),20090728,영업,,46.51,까페,"경기도 고양시 일산동구 중앙로1275번길 38-10, 109-1호 (장항동, 우림로데오스위트)",경기도 고양시 일산동구 장항동 771-1 109-1호,,37.65994271,126.7709447
고양시,나인테일홀덤펍,2005-10-04,영업,,307.53,까페,"경기도 고양시 일산동구 고봉로 26-32, 301,304호 (장항동, 양우로데오랜드C동)","경기도 고양시 일산동구 장항동 740-5 외1필지 양우로데오랜드 C동 301,304호 ",10364,37.6633194081,126.7660589705
고양시,오디션,20110607,영업,,65.95,까페,"경기도 고양시 일산동구 백석로72번길 6-3, 지하1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1279번지 지하1층일부,,37.6464376,126.7863246
고양시,로드,20130123,영업,,105.52,까페,"경기도 고양시 일산동구 산두로273번길 39, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1136-6번지 1층일부 ,,37.67382028,126.7779025
고양시,FIRSTBREAK(퍼스트브레이크),20150521,폐업,20171219,104.54,까페,"경기도 고양시 일산동구 위시티3로 81, 1층 전체호 (식사동)",경기도 고양시 일산동구 식사동 1574-4번지 1층 전체호,,37.6740714,126.813154
고양시,엘리스티컵,2013-06-04,폐업,2024-04-23,107.91,까페,"경기도 고양시 일산서구 하이파크3로 111 (덕이동, 하이파크시티2단지 상가-1, 201호,202호)","경기도 고양시 일산서구 덕이동 1529 하이파크시티2단지 상가-1, 201호,202호 ",,37.70036639,126.7521496
고양시,별밤라이브7080,20031031,폐업,20130405,121.1,까페,"경기도 고양시 일산동구 무궁화로 18, 2층 일부호 (장항동, 남정씨티프라자 1차 )",경기도 고양시 일산동구 장항동 760번지 (남정씨티프라자 1차 2층일부),,37.6616266,126.766878
고양시,마돈나,20030121,폐업,20061018,83.95,까페,경기도 고양시 일산동구 백석로72번길 6-2 1층 (백석동),경기도 고양시 일산동구 백석동 1278번지 1층,,37.6465453,126.7861317
고양시,247(이사칠),19990129,폐업,20190812,79.6,까페,"경기도 고양시 일산동구 일산로394번길 5-13, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1294-3번지 1층 전체호,,37.67065529,126.7812898
고양시,버디,19960527,폐업,20060414,49,까페,경기도 고양시 덕양구 혜음로 56 (고양동),경기도 고양시 덕양구 고양동 165번지,,37.7054627,126.902444
고양시,추억속으로,20090302,폐업,20100201,85.39,까페,"경기도 고양시 일산동구 탄중로 421 외1필지  201호 (중산동,웅산프라자)",경기도 고양시 일산동구 중산동 1580-1번지 외1필지 웅산프라자 201호,,37.6870672,126.7794043
고양시,쿠쿠잉(coocooing),20140723,폐업,20210324,134.38,까페,경기도 고양시 일산동구 숲속마을2로 128-1 (풍동),경기도 고양시 일산동구 풍동 1251-9 ,,37.67342723,126.7993203
고양시,벤쿠버,19970311,폐업,20080415,51.5,까페,경기도 고양시 일산동구 탄중로431번길 8-26 (중산동),경기도 고양시 일산동구 중산동 1591-5번지 번지,,37.6859021,126.7779
고양시,커피랑,20120403,폐업,20130719,28.51,까페,"경기도 고양시 일산서구 강성로232번길 7-5 (대화동, 1층일부)",경기도 고양시 일산서구 대화동 2188-5번지 1층일부,,37.6758474,126.7511561
고양시,이브,20131219,폐업,20190809,39.6,까페,"경기도 고양시 일산서구 고양대로672번길 15-2 (일산동, 1층일부)",경기도 고양시 일산서구 일산동 655-219번지 1층일부 ,,37.68326585,126.7704032
고양시,벨라,20060927,폐업,20150518,105.18,까페,"경기도 고양시 일산동구 중앙로1261번길 19 (장항동,번지 라고프라자 202호)",경기도 고양시 일산동구 장항동 857-1번지 번지 라고프라자 202호,,37.6581873,126.7726232
고양시,쿠든비베러(Couldn't Be Better),20150123,폐업,20150217,79.6,까페,"경기도 고양시 일산서구 강성로214번길 7-7, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2175-3번지 1층일부,,37.6751032,126.7528476
고양시,하이디,20020321,폐업,20111017,65.9,까페,"경기도 고양시 일산동구 중산로 235 외1필지 101호 (중산동,데미데미빌딩)",경기도 고양시 일산동구 중산동 1562-1번지 번지외1필지 아카데미빌딩101호,,37.6929879,126.7801008
고양시,우드스탁,20080417,폐업,20100830,108.91,까페,"경기도 고양시 일산동구 고봉로 20-21 B동 201호 (장항동,양우로데오랜드)",경기도 고양시 일산동구 장항동 740-3번지 양우로데오랜드B동 201호,,37.6636873,126.7656021
고양시,쎄느,20080811,폐업,20141106,112,까페,"경기도 고양시 일산동구 일산로428번길 14-14 (정발산동,1층(전체))",경기도 고양시 일산동구 정발산동 1219-3번지 1층(전체),,37.6725452,126.7802073
고양시,와이,20081007,폐업,20110315,109.2,까페,"경기도 고양시 일산동구 중앙로1261번길 59 205호 (장항동,로얄프라자)",경기도 고양시 일산동구 장항동 864-1번지 로얄프라자 3차 205호,,37.6570206,126.770349
고양시,진격의 포차,19980703,폐업,20200406,110.6,까페,"경기도 고양시 일산동구 탄중로417번길 7-9 (중산동,번지)",경기도 고양시 일산동구 중산동 1584번지 번지 ,,37.68688009,126.7804592
고양시,리오,19980819,폐업,20070413,47.3,까페,경기도 고양시 일산서구 성저로38번길 53 번지 (대화동),경기도 고양시 일산서구 대화동 2046번지 번지,,37.683099,126.75485
고양시,탄트라,20081013,폐업,20100226,124.02,까페,"경기도 고양시 일산동구 고봉로 20-21 B동 202호 (장항동,양우로데오랜드)",경기도 고양시 일산동구 장항동 740-3번지 양우로데오랜드 B동 202호,,37.6636873,126.7656021
고양시,타니아,20130329,폐업,20180319,116.34,까페,"경기도 고양시 일산동구 정발산로 38, 302호 (장항동, 장항동이스턴시티)",경기도 고양시 일산동구 장항동 855번지 장항동이스턴시티 302호,,37.6566476,126.7731153
고양시,갤러리,20100622,폐업,20180531,62.76,까페,"경기도 고양시 일산서구 덕이로 30-8 (덕이동,덕이동양우씨네플렉스 B104호 일부)",경기도 고양시 일산서구 덕이동 219-10번지 덕이동양우씨네플렉스 B104호 일부,,37.6895707,126.7561889
고양시,시드니하우스,19970714,폐업,20131212,887.1,까페,경기도 고양시 일산동구 애니골길43번길 43 (풍동),경기도 고양시 일산동구 풍동 655-3번지 번지,,37.6727144,126.788878
고양시,향원,20101026,폐업,20190123,82.39,까페,"경기도 고양시 덕양구 호국로790번길 37 (성사동,지하1층)",경기도 고양시 덕양구 성사동 367-32번지 지하1층 ,,37.6555758,126.8379849
고양시,룩스(Lux),20110406,폐업,20110930,50.2,까페,"경기도 고양시 일산동구 장백로 13 외3필지  123호 (백석동,성우아뜨리움)",경기도 고양시 일산동구 백석동 1314번지 외3필지 성우아뜨리움오피스텔 123호,,37.6398309,126.7898787
고양시,코코부코,20011011,폐업,20200408,40.74,까페,"경기도 고양시 일산동구 강송로73번길 53-11 (백석동, 1층 일부)",경기도 고양시 일산동구 백석동 1282-9번지 1층 일부 ,,37.64452262,126.7885397
고양시,큐브,20080411,폐업,20100531,200,까페,"경기도 고양시 일산서구 강성로 101 401호 일부 (주엽동,제일프라자)",경기도 고양시 일산서구 주엽동 72번지 제일프라자 401호(일부),,37.6696572,126.7638829
고양시,나니나니,20070510,폐업,20090730,140.22,까페,"경기도 고양시 일산동구 정발산로 19 204호 일부 (장항동,지평프라자)",경기도 고양시 일산동구 장항동 863번지 지평프라자 (204호일부),,37.6566606,126.7705768
고양시,에스테로이드,20101020,폐업,20150611,44,까페,"경기도 고양시 일산동구 정발산로 24, B-180호 (장항동, 웨스턴돔2)",경기도 고양시 일산동구 장항동 868번지 웨스턴돔2 B-180호,,37.6546825,126.7726001
고양시,마헨(MAHLEN),20130619,폐업,20190212,35.88,까페,"경기도 고양시 일산동구 위시티3로 53-9, 주건축물제1동 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 0번지 고양식사지구 C7 4 주건축물제1동 1층 일부호,,37.676048,126.815314
고양시,아체로,20130830,폐업,20150608,106.74,까페,"경기도 고양시 일산동구 숲속마을2로 129 (풍동, 1층전체)",경기도 고양시 일산동구 풍동 1245-3번지 1층전체,,37.673075,126.7991238
고양시,루나,20081224,폐업,20141204,119.32,까페,"경기도 고양시 일산동구 무궁화로 19-14, 411호 (장항동, 로데오존)",경기도 고양시 일산동구 장항동 741번지 로데오존 411호,,37.662851,126.7664094
고양시,산타모니카,20060106,폐업,20100209,165.12,까페,"경기도 고양시 일산서구 대산로 124 202,203호 (주엽동,진우프라자)","경기도 고양시 일산서구 주엽동 31-2번지 (진우프라자 202,203호)",,37.6746035,126.7638784
고양시,바코드,20070628,폐업,20080410,91.08,까페,"경기도 고양시 일산동구 중앙로1275번길 86-1 202호 (장항동,중앙하이츠빌)",경기도 고양시 일산동구 장항동 754번지 중앙하이츠빌 202호,,37.6585472,126.7677944
고양시,미인,2002-02-07,폐업,2024-05-10,84.6,까페,"경기도 고양시 일산동구 산두로 167-17, 1층호 (정발산동)",경기도 고양시 일산동구 정발산동 1237-6 1층호,,37.67195889,126.7829602
고양시,엔,20070801,폐업,20110811,120.15,까페,"경기도 고양시 일산동구 정발산로 24 웨스턴돔1 B-255,256 (장항동)","경기도 고양시 일산동구 장항동 868번지 웨스턴돔1 B-255,256",,37.6546825,126.7726001
고양시,해피니애,20121114,폐업,20140717,17.49,까페,"경기도 고양시 일산서구 중앙로 1564, 305-2호 (대화동, 그린월드)",경기도 고양시 일산서구 대화동 2203-1번지 그린월드 305-2호,,37.6761833,126.7481284
고양시,옐로우,20030626,폐업,20100427,97.15,까페,"경기도 고양시 덕양구 중앙로558번길 7-4 201호 (행신동,행신비전프라자)",경기도 고양시 덕양구 행신동 945-3번지 행신동비전프라자 201호,,37.6241377,126.8356529
고양시,보보스,19990417,폐업,20110211,88.54,까페,경기도 고양시 일산동구 무궁화로187번길 8-2 1층 전체 (정발산동),경기도 고양시 일산동구 정발산동 1234-5번지 번지 1층 전체,,37.6713766,126.7815936
고양시,아람음악당쉼터,20091201,폐업,20201202,34.3,까페,"경기도 고양시 일산동구 중앙로 1286 (마두동,외1필지 고양아람누리(아람음악당)1층일부)",경기도 고양시 일산동구 마두동 816 외1필지 고양아람누리(아람음악당)1층일부 ,,37.66055405,126.7736143
고양시,파피나라페스타점,20090708,폐업,20190201,44.02,까페,"경기도 고양시 일산동구 무궁화로 42-28, 108호 (장항동, 일산프라자)",경기도 고양시 일산동구 장항동 776번지 일산프라자 108호,,37.6621278,126.7696871
고양시,퍼플,20110810,폐업,20220927,187.6,까페,"경기도 고양시 일산동구 정발산로 31-9 (장항동,레이크프라자-2 303, 304호)","경기도 고양시 일산동구 장항동 859 레이크프라자-2 303, 304호 ",,37.65716262,126.7717541
고양시,까사밍고(casamingo),20140211,폐업,20140211,108.21,까페,"경기도 고양시 일산서구 호수로 817, 167, 168, 169호 (대화동, 레이킨스몰)","경기도 고양시 일산서구 대화동 2602번지 레이킨스몰 167,168,169호",,37.6679645,126.7513867
고양시,커피정원,20140114,폐업,20200103,114.51,까페,"경기도 고양시 일산동구 산두로 167-11, 1층 (정발산동)",경기도 고양시 일산동구 정발산동 1237-4번지 1층 ,,37.67196523,126.7831788
고양시,쎈스2,20030304,폐업,20100422,94.78,까페,경기도 고양시 일산동구 일산로380번길 63-36 1층 (정발산동),경기도 고양시 일산동구 정발산동 1284-6번지 1층,,37.6712439,126.7829088
고양시,소행성비612바이선,2011-12-12,폐업,2024-05-31,106.03,까페,"경기도 고양시 일산서구 강성로214번길 7-13, 1층 (대화동)",경기도 고양시 일산서구 대화동 2175-1 1층 ,10377,37.6752946753,126.7526167486
